feature,mean_importance
sex,-2.2204460492503132e-17
fbs,0.0
restecg,0.0012947981020417164
chol,0.0013677379640853581
slope,0.0016715705568641991
exang,0.0020305939315976794
age,0.0031167684651999704
thalch,0.0031389602635786495
trestbps,0.004275044414198792
dataset,0.025283143835742837
cp,0.039208170359501235
oldpeak,0.04052590021167746
thal,0.0415545201557594
ca,0.09256467100821675
id,0.8754893275380976
